iter	Logloss
456	0.09129345356
457	0.09121078689
458	0.09115356309
459	0.09108587878
460	0.09106201277
461	0.09098055367
462	0.0909460264
463	0.09092702328
464	0.09091438887
465	0.09082595178
466	0.09069436287
467	0.09067979605
468	0.09063110681
469	0.09060638102
470	0.0905277026
471	0.09045586791
472	0.09039992734
473	0.09034654948
474	0.09029421456
475	0.09028178201
476	0.09018501967
477	0.09010746714
478	0.09009451375
479	0.09002094117
480	0.08995363482
481	0.08989955941
482	0.08988304113
483	0.08977297373
484	0.08974217278
485	0.08966831984
486	0.08961157883
487	0.08954871231
488	0.08953812436
489	0.0894859416
490	0.089332717
491	0.08922866993
492	0.08916414663
493	0.08912461725
494	0.08902687856
495	0.08896771931
496	0.08887843339
497	0.08884396694
498	0.08875060575
499	0.08864636459
500	0.08857167482
501	0.08849951864
502	0.08840290799
503	0.08836941784
504	0.08825648812
505	0.08821887201
506	0.08820036615
507	0.08815678887
508	0.08807454804
509	0.08805155653
510	0.08794336228
511	0.0878930467
512	0.08782740153
513	0.08775424219
514	0.08771228102
515	0.08764152649
516	0.08759523472
517	0.08749569876
518	0.08743787628
519	0.08742239664
520	0.08730752671
521	0.08729626956
522	0.08721982615
523	0.08717619925
524	0.08706539279
525	0.08700917054
526	0.08693348035
527	0.0868433206
528	0.08680050145
529	0.0867105405
530	0.08666190935
531	0.08660732265
532	0.08650909964
533	0.08640128586
534	0.08634540214
535	0.08627110507
536	0.08618723607
537	0.08617735285
538	0.08613984895
539	0.08606332277
540	0.08605180734
541	0.08598240785
542	0.08595359315
543	0.08593886745
544	0.08584773287
545	0.08581738107
546	0.08572820084
547	0.08564766981
548	0.0856317939
549	0.08556731028
550	0.08549759017
551	0.0854655198
552	0.08537703797
553	0.08529772189
554	0.08520486662
555	0.08519663351
556	0.08516934363
557	0.0850631548
558	0.08505314133
559	0.08503236119
560	0.08502447977
561	0.08499094898
562	0.08493944777
563	0.08486360642
564	0.08478077998
565	0.08474481753
566	0.08467335312
567	0.08463114566
568	0.08461911248
569	0.08456331019
570	0.08443794099
571	0.08441921811
572	0.08435385874
573	0.08431423318
574	0.08422128975
575	0.08420267883
576	0.08414798727
577	0.08410107226
578	0.08406765451
579	0.08402227591
580	0.08397149199
581	0.08394203915
582	0.08385829864
583	0.08379813551
584	0.08375326239
585	0.08369849919
586	0.08363843881
587	0.08362228926
588	0.08353998694
589	0.0834911228
590	0.08338949638
591	0.08325271866
592	0.08316837436
593	0.08309008109
594	0.08307085151
595	0.0829995687
596	0.08290980077
597	0.08282436476
598	0.08266930392
599	0.08266447898
600	0.08264933657
601	0.08258017961
602	0.08254019321
603	0.08252298885
604	0.08246187365
605	0.08243054323
606	0.08238074813
607	0.08237013321
608	0.0823441743
609	0.0822926346
610	0.08218653049
611	0.08215506891
612	0.08209030493
613	0.08195050178
614	0.08187757587
615	0.08181255133
616	0.08173162551
617	0.08171943464
618	0.0817091201
619	0.08164103368
620	0.08161406872
621	0.08160306562
622	0.08153009252
623	0.081469093
624	0.08139965714
625	0.08131530835
626	0.08128417565
627	0.08122263153
628	0.08114030306
629	0.08107565195
630	0.08106671964
631	0.081026728
632	0.0809538004
633	0.08085576666
634	0.08084329966
635	0.0807939178
636	0.0807819055
637	0.08073699922
638	0.08070549176
639	0.08063290891
640	0.08056993303
641	0.08045257445
642	0.08038596135
643	0.08037578679
644	0.08031710313
645	0.0802930249
646	0.08022853526
647	0.08018524438
648	0.08014434973
649	0.08007076641
650	0.07999062105
651	0.07996096246
652	0.07992980581
653	0.07988245861
654	0.07986125696
655	0.0798441608
656	0.07978949947
657	0.0797283331
658	0.07966024972
659	0.07959581384
660	0.07953821481
661	0.07946331756
662	0.07941365452
663	0.07933907733
664	0.07927193305
665	0.07924014108
666	0.07916715516
667	0.07913018346
668	0.07910569384
669	0.07907794671
670	0.07904830264
671	0.07901010419
672	0.07893077748
673	0.07891448619
674	0.07886953965
675	0.07879849661
676	0.0787260111
677	0.07870006672
678	0.07861828068
679	0.07858254783
680	0.07847149398
681	0.07840810118
682	0.07838036524
683	0.07834641239
684	0.07829991682
685	0.07823800178
686	0.07820374272
687	0.0781973009
688	0.07815612635
689	0.07814557249
690	0.0780704292
691	0.07803447861
692	0.07796011315
693	0.07791418626
694	0.07779263337
695	0.07772874805
696	0.07767229696
697	0.07759747065
698	0.07753552057
699	0.07746120711
700	0.07740201633
701	0.07736972294
702	0.07731548955
703	0.07728366275
704	0.07723398792
705	0.07719698117
706	0.07713952368
707	0.0771205025
708	0.07710963256
709	0.07705094747
710	0.07698074561
711	0.07694547328
712	0.07686676854
713	0.07683301132
714	0.07679199579
715	0.07672859734
716	0.07668087292
717	0.07661232862
718	0.07654588955
719	0.07647885417
720	0.07643783646
721	0.07643299253
722	0.07642084367
723	0.07638478392
724	0.07634027058
725	0.07629224543
726	0.07621519556
727	0.07616681511
728	0.07610166921
729	0.07609896437
730	0.07605092847
731	0.07602043841
732	0.07595926971
733	0.07588987234
734	0.07580993695
735	0.07577197784
736	0.07574684991
737	0.07573841043
738	0.07569837128
739	0.07560463787
740	0.0755849909
741	0.07557762926
742	0.07552569729
743	0.07547783838
744	0.07541788221
745	0.07536545665
746	0.0753474819
747	0.07530107618
748	0.07526628913
749	0.07520832038
750	0.07517730359
751	0.07508919571
752	0.07499423325
753	0.07492273233
754	0.07490941874
755	0.07487478787
756	0.07486973257
757	0.07485551435
758	0.0748224091
759	0.07476829715
760	0.07470706517
761	0.07466151647
762	0.07461976951
763	0.07455428542
764	0.07452701463
765	0.07450128886
766	0.07448373139
767	0.07445869672
768	0.07439537194
769	0.07435209923
770	0.07427957043
771	0.07425170107
772	0.074221988
773	0.07418946523
774	0.07414101999
775	0.07410257443
776	0.07403570798
777	0.07401294834
778	0.07400796646
779	0.07396263958
780	0.07388721729
781	0.07385448732
782	0.07379630033
783	0.07378811462
784	0.07370255672
785	0.07363452755
786	0.07349885618
787	0.07341468628
788	0.07337518813
789	0.07330637449
790	0.07324516012
791	0.07318295779
792	0.07313767538
793	0.07310392247
794	0.07306240996
795	0.07300751397
796	0.07296427497
797	0.07295800192
798	0.07292421611
799	0.07287310963
800	0.0728363381
801	0.07279113153
802	0.07273245473
803	0.0726550128
804	0.07261385257
805	0.07258321332
806	0.07251485961
807	0.07244610844
808	0.07238898268
809	0.07234153433
810	0.0722921071
811	0.07228315425
812	0.07220924331
813	0.07218594825
814	0.07214227596
815	0.07209916939
816	0.07206667615
817	0.07203227748
818	0.0719758494
819	0.07193739256
820	0.0719277487
821	0.07186970073
822	0.07183533919
823	0.0718056628
824	0.07178153884
825	0.07174456606
826	0.07169310926
827	0.07165974783
828	0.07160777155
829	0.07155133037
830	0.07154480165
831	0.07151178636
832	0.0714691042
833	0.07141476908
834	0.07134730403
835	0.07133699661
836	0.07127362512
837	0.07124262832
838	0.07121567074
839	0.07116264122
840	0.07110874318
841	0.07108883879
842	0.07108157067
843	0.07105267331
844	0.07102574057
845	0.07102215049
846	0.07100116657
847	0.07095729434
848	0.07095281321
849	0.07092854357
850	0.0708779046
851	0.07084198818
852	0.07080223907
853	0.07075419278
854	0.07069634695
855	0.07065049289
856	0.07061324874
857	0.0705709801
858	0.07050304511
859	0.07042587821
860	0.07038427237
861	0.07032998153
862	0.07024251499
863	0.07023377528
864	0.07018185068
865	0.0701214015
866	0.0700592248
867	0.07001901253
868	0.07000219191
869	0.06996356165
870	0.06992880654
871	0.06990420227
872	0.06986567928
873	0.06982407164
874	0.06978804349
875	0.06978394622
876	0.06973510454
877	0.06967562052
878	0.06965668101
879	0.0696526713
880	0.06959985824
881	0.06957118844
882	0.06952670193
883	0.06950217312
884	0.06947706743
885	0.06944962891
886	0.06944648311
887	0.06937179069
888	0.06933384059
889	0.06933187585
890	0.06930007949
891	0.06926997219
892	0.06921653129
893	0.06918476631
894	0.06913371652
895	0.06904039351
896	0.06900653815
897	0.06895441572
898	0.0689097824
899	0.06890558358
900	0.06887568436
901	0.06881563018
902	0.06878669306
903	0.06873880199
904	0.06869310284
905	0.06867739002
906	0.06864657401
907	0.06861439423
908	0.06858104889
909	0.0685317398
910	0.06848327571
911	0.06847658418
912	0.06843894619
913	0.06840967481
914	0.06838609613
915	0.06832955693
916	0.06831007251
917	0.0682577076
918	0.06818807337
919	0.06812671072
920	0.06812196421
921	0.06809591257
922	0.06806296222
923	0.06803871832
924	0.06802725497
925	0.06799144946
926	0.067983551
927	0.06791196706
928	0.06785596891
929	0.0678255735
930	0.06778278507
931	0.06773576362
932	0.06768148512
933	0.06767722012
934	0.06763861605
935	0.06759198334
936	0.06756707009
937	0.06752115089
938	0.06746254548
939	0.06744040775
940	0.06741153116
941	0.06735802043
942	0.06732018667
943	0.06728326547
944	0.06726222116
945	0.06723804647
946	0.06717118926
947	0.06715300948
948	0.06713174812
949	0.06707749487
950	0.06703420796
951	0.06701011519
952	0.0669850162
953	0.06694572717
954	0.06690072621
955	0.06684584713
956	0.06681920905
957	0.06678177696
958	0.06674587328
959	0.06673172112
960	0.06667904345
961	0.06666170329
962	0.0666571332
963	0.06659912226
964	0.06659010847
965	0.06656205115
966	0.06653346761
967	0.06649364889
968	0.06642775567
969	0.06638599532
970	0.06635028368
971	0.06628847504
972	0.06625235425
973	0.06621808392
974	0.06619541437
975	0.06616519604
976	0.06613406317
977	0.06610300338
978	0.06607064802
979	0.06606206161
980	0.0660304134
981	0.06601956865
982	0.06597523262
983	0.06593015739
984	0.06588456623
985	0.06583712743
986	0.06578643945
987	0.06574447985
988	0.06571391547
989	0.06568811663
990	0.06567254325
991	0.06564665286
992	0.06564470636
993	0.06560081937
994	0.06557585525
995	0.0655529344
996	0.06548722171
997	0.06548456255
998	0.06546492913
999	0.06543465589
